meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.38140754100634655,-0.6911474856889079,-0.10729088571843004,0.3499015826805716,-0.18727994894502564,-0.5722645120353036,-0.23666809204206707,-0.4553562796587797,0.14782091530703156,-0.7341654446235834,-0.1426716965265915,-0.5087290333415755,0.2683716049679029,-0.5439693744299574,-0.12747167325890074,-0.5439271978145582,0.24025009708470124,-0.5662601324870544,-0.31615486017244876,-0.49874373749033885,0.4551354738145851,-0.22086324394664336,-0.08720716956227836,-0.39453105773771746,0.09085652619049572,-0.11437812829513105,-0.1747815585696963,-0.7169310801969704,0.3797565526739683,-0.8263312912529673,0.065191564416127,-0.8024776525355567,0.2433248139688896,-0.6097041587983808,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722678,-0.4634329830230647,-0.21465187103669248,0.2747412537160676,-0.13950120123556298,-0.41469023849799924,-0.3338167215126331,0.0188360258585345,0.08328272028636263,-0.6093411311291977,0.2967212930315898,-0.295934564730885,0.24392335560282774,-0.3793165374004476,0.21209679375437854,-0.24518092478624087,0.3168139817209531,-0.48144984398228574,-0.0045136502408350265,0.8350143401438253,0.6629937768975946,-0.08243261366344834,0.10530270595870722,0.31586116092183536,0.06734631889022796,0.10346009522700439,0.11225402095092596,-0.6113766384996222,0.4661849356400646,-0.771334969309059,0.2705955765968924,-0.480038305949136,0.2864450931198473,-0.5460680449323567,blues
-0.5900985005020455,-0.5566171132193195,-0.5007261871479874,-0.5206686976371431,0.11084071322233591,0.34220151427441237,-0.3521452279725552,-0.704373078927035,-0.4132411177422053,-0.48689596478588315,0.2777680784701593,-0.31952417149318924,-0.16932168685735338,-0.4717392088665461,0.10597444945281365,-0.5050163176441033,-0.3753003267471631,-0.3797729182723436,0.38298778497115205,-0.4558813443236174,-0.2560803346614295,-0.004410611878670867,0.23305901415465557,0.4018089684668138,-0.06972462535030594,-0.5585010512446973,-0.141824497423289,-0.1663382427076061,-0.35421540562925946,-0.6647039412216077,0.18010732845572727,-0.7515518788936367,-0.09446738279078115,-0.6474500021878005,-0.1829384001715606,-0.5303003461884878,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747972,-0.7439289022415652,-0.06954388172646109,0.0434304690708458,-0.6356848022458331,-0.5960139154096358,-0.7726588209046795,-0.5509064608097655,0.4857824411008034,-0.5825676026673688,0.19911230825777582,-0.5219923430174538,-0.0027862116022515093,-0.6807603433721169,0.2558718036128841,-0.4852035570715003,-0.011188552595688017,-0.5118250833953534,0.31507719653294003,-0.4845663032283898,0.24849084351946954,-0.4120997453623947,0.46970547467800056,-0.5130876956059709,-0.03096594210190018,-0.7474647733048666,0.29304422499312643,-0.7763843821807173,0.1049917866390451,-0.9254917053204579,0.2029600936081652,-0.847504502789076,-0.11609249360558799,-0.7086451878024727,blues
-0.20544034786360965,-0.400993145879738,-0.2361123939403511,-0.2438144523498823,0.19038162205885323,0.27076880909997425,-0.3103270068823327,-0.532099116853059,-0.19814577252248056,-0.129946252447523,0.06445669097293605,0.05036509493356278,-0.2860251462264024,-0.5791745566646687,-0.025670384244663058,-0.32784613887424097,-0.8220265449145177,-0.3513856107684613,0.12658443547865494,-0.18488665281225858,-0.5728342163692361,-0.056498111271524154,0.02457508572140866,0.29592467422755897,-0.21213295004017685,-0.060416916342604265,-0.25302238281577877,0.13557067809148782,-0.43603373981885907,-0.6724663654263965,-0.18033725960410324,-0.7172122505107709,0.16649377804776427,-0.22219306980386855,-0.3679904069153513,-0.2789966862149671,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427497,-0.7332468858156527,0.04930729449804927,-0.1578884732802075,-0.5785990012752567,-0.5420071471134145,-0.625423739317431,-0.41862055401709486,0.5534689694740138,-0.43575107364892307,-0.057921942661988496,-0.08581159802419025,0.05213744796016517,-0.32718132501080677,-0.4576547576929979,-0.4205628429186862,0.0051484599930749775,-0.3746394566643352,-0.5882224889534851,-0.4773966332095846,0.06805531913914495,-0.26169186222262164,0.051625426645582784,-0.33156869336203965,-0.2908246158819756,-0.3789597125942361,-0.3150845257879078,-0.8820933756485857,-0.18814802452525017,-0.7022230596964463,-0.22139746897759927,-0.6050311524714013,-0.33122921897569474,-0.7224449829940076,blues
-0.6174828018289393,-0.6670864331627367,-0.49741367906494693,-0.34162575829274866,0.4101334864509858,0.053986209139041286,-0.5237934699802842,-0.392305006854193,-0.39340980782221224,-0.20822164441701152,0.08606726873355997,0.3299703523678057,-0.28764251286268827,-0.08221583108357766,0.18059705327444442,0.06882436013787396,0.1595261825042935,1.0000000000000002,-0.1382226483073699,0.2775998648244644,-0.46104132240474094,0.3426096156643952,-0.05288093911717889,-0.08391384427025206,0.058499934878469606,-0.1661530258032491,-0.6827930187049291,0.466578680603708,-0.22164883230065852,-0.537326966229523,-0.03855741450409066,-0.6800145866708188,-0.010023632725921772,-0.511683429489765,-0.5363345271524594,-0.459306440563762,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481438,-0.7311962501616249,0.07180988740915728,0.06336798120473564,-0.3574228095801888,-0.6874185946543823,-0.4217313973017023,-0.5410153542970526,0.3125470850098362,-0.6848115239667742,-0.21142075544751,-0.45270913795145995,0.20789248219141776,-0.3695819084627693,0.016781707436316705,-0.187127762669397,0.29188110645989485,-0.32438771578300574,-0.6422347763814896,0.12745831242050398,0.49734478596396314,0.1199542010147363,-0.1467198926879667,0.32235672191646536,-0.3756696657830885,0.45348582352565114,-0.07403507464479586,-0.5143833804025199,-0.3172257658505257,-0.7277253715622726,0.18504248574123328,-0.17226653225521593,-0.40758893186594286,-0.5757527789147038,blues
-0.6104624627614993,-0.6883929950209469,-0.3865849585576173,-0.516243584829118,0.19140643510178812,0.5573458660055326,-0.15666840250738434,-0.516733082720793,-0.2195016143925731,-0.28588397563851475,0.13119863376071605,-0.42780777860797303,-0.061568194783595515,-0.5095876138483453,0.3441877723479104,-0.43303134752960826,-0.1398151641533557,-0.49104487747967507,0.28031970416220997,-0.18210382237091194,-0.5471887700864585,-0.627450217131721,0.5700867210686463,-0.28077659715223025,-0.08890872066362154,-0.7828718825672472,0.45482544780477985,-0.6197594322004352,-0.05175103108038187,-0.8163431776311019,0.27284853455644237,-0.7785956451993676,-0.3522899106937616,-0.6343004725703764,0.16368354472047095,-0.6864180301271302,blues
-0.5164762212983478,-0.6765889617510417,-0.30241809164742195,-0.4617188089990445,-0.016840912921194384,0.2735450989143302,-0.13088971287763163,-0.5332499312167823,-0.12116310632680749,-0.3280901237030601,0.01837425056886044,-0.2570617650304098,0.012627826437883252,-0.3036315006371213,0.2843525198669702,-0.17023206813125635,-0.5004921199226328,-0.01985684969279622,0.24190450566447613,0.4491531872943295,-0.19862910237864084,0.00633292719097267,0.2801668104172927,-0.2901889932129953,-0.10947080391827158,-0.4373309218912398,-0.11599014251271922,-0.19534342680887673,-0.21775948646463777,-0.6075645928898737,0.22286281243660166,-0.6496880863852703,0.17427241087404605,-0.6707049794064724,-0.23612266744103583,-0.3172296660875944,blues
